BID,CityID,Lon,Lat
5,32,118.6299973,32.3935013
5,37,105.9189987,29.3400993
5,38,106.3290024,29.530899
5,39,106.5329971,29.5818996
5,40,106.7689972,29.6651993
5,68,106.6490021,26.5746994
5,69,106.9240036,27.6658001
5,70,107.9560013,26.5606003
5,150,112.1999969,33.0475998
5,152,112.5510025,33.0181999
5,186,110.8059998,32.6235008
5,187,111.3399963,30.7035999
5,188,112.163002,32.0971985
5,189,112.2789993,30.3239002
5,190,112.2060013,31.0037994
5,191,112.7529984,32.1184998
5,192,112.8889999,30.4109993
5,193,112.9140015,29.8362999
5,194,113.3820038,31.7287006
5,195,113.4410019,30.3626995
5,196,113.9489975,30.9235992
5,197,113.8850021,30.6599998
5,198,114.163002,30.5725002
5,199,114.2730026,30.7523003
5,200,114.3119965,29.8670998
5,201,114.4189987,30.5042
5,202,114.5319977,30.7017002
5,203,114.8789978,30.3766003
5,204,114.9000015,30.4687004
5,205,114.9899979,31.1672993
5,206,115.0090027,30.1707001
5,207,109.9759979,27.5270996
5,208,111.4789963,27.2502995
5,209,111.5979996,26.4423008
5,210,111.6910019,29.0139999
5,211,111.9940033,27.7355003
5,212,112.3580017,28.5725002
5,213,112.6080017,26.8952999
5,214,112.8499985,26.4204006
5,215,112.987999,28.2028008
5,216,112.9420013,27.8754005
5,217,113.0169983,25.7765999
5,218,113.1139984,27.8481007
5,219,113.1490021,29.3724003
5,240,118.7200012,32.1850014
5,242,119.0019989,31.6856995
5,244,118.9160004,31.3558998
5,245,119.1190033,31.9871998
5,246,118.8190002,32.0004997
5,247,119.1729965,32.2765999
5,251,119.5739975,32.138401
5,254,119.4680023,31.4244003
5,255,119.5790024,32.0022011
5,257,119.6080017,31.7483006
5,258,119.7990036,31.4111004
5,259,119.8130035,32.2321014
5,261,119.8389969,31.2677002
5,262,119.8880005,32.3007011
5,264,119.9110031,32.473999
5,265,120.0270004,32.1749992
5,266,120.1269989,32.5023003
5,270,120.487999,31.6147003
5,271,120.5550003,32.3951988
5,272,120.3389969,32.030201
5,273,120.625,30.9158993
5,274,120.973999,31.9923992
5,275,121.6520004,31.8169994
5,276,113.8659973,27.6495991
5,277,114.3919983,27.8320999
5,278,114.7809982,25.6896992
5,279,114.9079971,25.8372002
5,280,114.9400024,27.8202991
5,281,115.8040009,28.6860008
5,282,115.935997,28.6212997
5,283,115.9899979,29.7057991
5,284,116.3580017,27.9545994
5,285,117.1900024,29.3054008
5,286,117.9349976,28.4482994
5,329,107.0240021,33.0751991
5,332,109.0009995,32.7069016
5,411,121.1910019,30.8656998
5,412,121.4550018,31.1341991
5,428,101.7269974,26.573
5,429,103.8300018,30.0569
5,430,104.052002,30.6805992
5,431,104.375,31.1159
5,432,104.6419983,30.1086006
5,433,104.7089996,31.4671001
5,434,104.7369995,31.7598
5,435,104.7750015,29.3398991
5,436,105.4550018,28.8827
5,437,105.5739975,30.5002003
5,438,105.8209991,32.4318008
5,439,106.0910034,30.7975998
5,440,106.6389999,30.4643002
5,465,101.5540009,25.0407009
5,467,102.4990005,24.9232006
5,468,102.7770004,24.9620991
5,470,103.7969971,25.5233002
5,472,119.6559982,30.6375008
5,474,120.0390015,30.9204006
5,479,120.3980026,30.8509998
5,480,120.3089981,30.4596996
5,484,120.8799973,30.7378998
8,449,91.0796967,29.6539001
8,463,99.1953964,25.1156006
8,464,100.2539978,25.6306
7,26,118.2890015,29.7332001
7,41,117.0059967,25.0834007
7,42,117.3560028,25.9778996
7,43,118.1309967,24.4957008
7,44,118.776001,25.3353004
7,45,118.375,24.7621002
7,46,119.3040009,26.0650005
7,47,119.2040024,26.0235004
7,48,119.0810013,25.3722
7,49,119.3799973,25.7042007
7,50,119.5459976,25.9239006
7,471,118.9079971,28.9365005
7,473,119.6309967,29.1007996
7,475,120.0820007,29.2922001
7,476,120.060997,28.9237003
7,477,120.211998,29.7178993
7,478,120.2659988,29.1420994
7,481,120.4029999,30.1208
7,482,120.6259995,27.7840996
7,483,120.8550034,29.5571995
7,485,120.9319992,28.0802002
7,486,121.1640015,28.8659
7,487,121.1959991,30.1665993
7,488,121.3960037,28.5333996
7,489,121.4339981,29.3600998
7,490,121.5009995,28.7346992
7,491,121.5859985,29.8750992
6,55,108.3470001,22.8045006
6,56,108.6380005,21.9692993
6,57,109.1360016,21.4631004
6,58,109.2099991,23.7357998
6,59,109.3970032,24.3206005
6,60,109.6039963,23.0911999
6,61,109.5559998,24.3903008
6,62,110.1760025,25.2418003
6,63,110.1589966,22.6205006
6,64,110.3030014,25.2922001
6,65,111.2710037,23.4920998
6,66,111.5309982,24.4319992
6,67,104.9100037,25.1019001
6,71,110.3639984,21.2346992
6,72,110.8990021,21.6711998
6,73,112.0680008,22.9421997
6,74,111.9960022,21.8857002
6,75,112.5009995,23.1026001
6,76,112.7610016,23.3223991
6,77,112.8259964,22.8953991
6,78,113.0479965,23.6641998
6,79,113.2750015,22.1951008
6,80,113.564003,22.9347992
6,81,113.5759964,24.7672997
6,82,114.6959991,23.7182007
6,83,115.3639984,22.8052006
6,84,116.1039963,24.2889004
6,85,116.387001,23.2747993
6,86,116.5839996,23.5317001
6,466,102.5299988,24.3659992
6,469,103.3420029,23.3813
7,,,
6,87,109.5,18.2858009
6,88,110.2350006,19.9927006
6,89,110.4339981,19.9915009
