BID,CityID,Lon,Lat
1,133,123.9720001,47.3274002
1,134,124.836998,45.5833015
1,135,124.9710007,46.5788002
1,136,125.1220016,45.5575981
1,137,125.2720032,46.4320984
1,138,125.3389969,45.6109009
1,139,125.9319992,46.0558014
1,140,126.560997,45.8669014
1,141,126.651001,45.6982002
1,142,126.9800034,46.6327019
1,143,128.8070068,47.7246017
1,144,129.6159973,44.5844994
1,145,130.2709961,47.3007011
1,146,130.3509979,46.796299
1,147,130.9470062,45.7855988
1,148,130.9640045,45.3107986
1,229,118.9260025,42.2695007
1,230,122.0390015,46.0774994
1,287,122.8560028,45.6068001
1,288,124.3730011,43.161499
1,289,124.7929993,44.4752998
1,290,124.8059998,45.1161995
1,291,124.8239975,45.1977005
1,292,125.1179962,42.9039001
1,293,125.1330032,44.4151001
1,294,125.3219986,43.8908997
1,295,126.5410004,43.8703995
1,296,128.2420044,43.3665009
1,297,129.4799957,42.9054985
1,298,120.4260025,41.5722008
1,299,120.8270035,40.7116013
1,300,121.211998,38.8241997
1,301,121.1780014,41.115799
1,302,121.5650024,39.823101
1,303,121.7139969,39.2188988
1,304,121.685997,42.0259018
1,305,121.9850006,39.634201
1,307,122.0039978,41.2165985
1,308,121.9380035,39.3792992
1,309,122.0690002,41.1077003
1,310,122.137001,40.2289009
1,311,122.2480011,40.6691017
1,312,122.5039978,40.6357994
1,313,122.5360031,42.3865013
1,314,122.7330017,40.8530006
1,315,122.947998,39.6929016
1,316,123.0459976,41.1576004
1,317,123.3410034,42.7617989
1,318,123.4919968,41.8007011
1,319,123.8069992,42.2616997
1,320,123.7630005,41.3019981
1,321,124.348999,40.0950012
9,51,98.2738037,39.7961006
9,52,98.4919968,39.7237015
9,220,105.6940002,38.8373985
9,228,116.0780029,43.9369011
9,450,76.0105972,39.4576988
9,451,79.9313965,37.1186981
9,452,80.2686005,41.1842003
9,453,81.3326035,43.9319
9,454,83.0066986,41.717701
9,455,84.7210999,44.4283981
9,456,84.8720016,44.3857002
9,457,84.9604034,45.592701
9,458,86.0607986,44.3140984
9,459,86.1589966,41.7388
9,460,87.4860001,43.8857994
9,461,87.8164978,44.1372986
9,462,93.5030975,42.8479996
2,34,116.3949966,39.9356995
2,35,116.810997,40.1169014
2,36,117.1490021,40.1487999
2,90,113.7040024,36.5870018
2,91,114.4960022,38.0640984
2,92,114.4089966,36.764801
2,93,114.9219971,40.7137985
2,94,114.9680023,38.5265007
2,95,115.0559998,38.0433998
2,96,115.2089996,37.9466019
2,97,115.4690018,38.8796997
2,98,115.5530014,40.3972015
2,99,115.5220032,38.2216988
2,100,115.5599976,37.5447998
2,101,115.5479965,38.4877014
2,102,115.737999,39.0068016
2,103,115.6419983,37.0560989
2,104,115.6839981,37.7411003
2,105,115.7669983,38.2462006
2,106,115.8000031,39.3927994
2,107,116.1169968,38.5840988
2,108,116.1480026,38.1379013
2,109,116.2900009,39.4385986
2,110,116.3730011,39.1209984
2,111,116.4509964,38.3647003
2,112,116.5810013,38.0709
2,113,116.4440002,38.2612
2,114,116.5139999,39.3408012
2,115,116.7089996,39.5327988
2,116,116.5599976,38.5583
2,117,116.4830017,38.9506989
2,118,116.7220001,39.1116982
2,119,116.776001,38.5628014
2,120,116.8899994,38.3110008
2,121,117.0009995,39.7411995
2,122,116.9309998,39.9364014
2,123,117.1829987,38.0826988
2,124,117.3310013,38.4071999
2,125,117.7279968,39.8726006
2,126,117.9779968,40.1820984
2,127,118.2949982,39.6903
2,128,118.5759964,39.9341011
2,129,118.5619965,40.0969009
2,130,118.7249985,40.0042
2,131,119.1679993,39.7047005
2,132,119.5839996,39.9370003
2,159,113.1640015,35.2159996
2,166,113.8899994,35.3602982
2,167,113.8300018,36.0960007
2,173,114.2829971,36.1108017
2,174,114.2529984,35.6982994
2,176,114.362999,35.9197006
2,182,115.0270004,35.7535019
2,338,115.4710007,36.4859009
2,340,115.526001,36.1749001
2,343,115.6119995,36.3466988
2,344,115.6620026,36.2328987
2,345,115.7279968,36.8349991
2,346,115.9489975,36.4350014
2,350,116.2310028,36.5929985
2,351,116.2269974,36.8611984
2,352,116.3450012,37.4510002
2,355,116.4919968,37.259201
2,357,116.6579971,36.9356995
2,360,116.8399963,37.1892014
2,366,117.1819992,37.7176018
2,369,117.3840027,37.7821999
2,376,117.9869995,37.3998985
2,420,112.7180023,38.4360008
2,423,113.0589981,36.5046005
2,424,113.0820007,36.344101
2,425,113.1039963,36.1898003
2,426,113.2399979,40.0521011
2,427,113.5849991,37.8671989
2,441,116.9550018,38.9417
2,442,117.2829971,39.1078987
2,443,117.2990036,39.7293015
2,444,117.2740021,40.0276985
2,445,117.3170013,38.6357002
2,446,117.4020004,39.9973984
2,447,117.473999,38.703701
2,448,117.7720032,39.2349014
4,53,103.7630005,36.0844994
4,54,105.8379974,34.5577011
4,149,111.822998,34.7537003
4,151,112.4599991,34.6528015
4,153,112.75,34.7221985
4,154,112.6009979,35.1142998
4,157,112.9990005,34.7266998
4,160,113.4199982,35.0895004
4,164,113.6809998,34.6893997
4,178,114.5299988,35.5573006
4,179,114.6760025,35.1655006
4,221,106.6989975,39.4538002
4,222,106.8359985,39.6534996
4,223,106.9670029,39.3723984
4,224,109.8830032,40.6263008
4,225,110.5569992,40.5614014
4,226,111.2409973,39.8053017
4,227,111.663002,40.8041
4,322,106.1790009,37.9752998
4,323,106.2590027,36.0085983
4,324,106.2279968,38.4634018
4,325,106.3509979,38.9962997
4,326,106.4629974,38.9306984
4,327,106.7519989,39.2924004
4,328,101.7559967,36.6223984
4,330,107.2409973,34.3563995
4,331,108.9089966,34.3022995
4,333,109.4690018,34.5040016
4,334,109.5059967,36.6257019
4,335,109.7460022,38.2569008
4,336,110.4700012,38.8941002
4,359,116.7429962,36.2002983
4,361,117.0940018,36.1540985
4,364,117.1520004,36.9790993
4,371,117.6490021,36.2220993
4,373,117.723999,35.8841019
4,384,118.5820007,37.4813995
4,413,110.6989975,35.6506004
4,414,111.0029984,35.0630989
4,415,111.1439972,37.5047989
4,416,111.5080032,36.0805016
4,417,111.8000031,37.1161003
4,418,112.0490036,37.4534988
4,419,112.2009964,37.5615997
4,421,112.6050034,37.8125
4,422,112.8539963,35.510601
3,1,115.3720016,33.2536011
3,2,115.6119995,33.1789017
3,3,115.7699966,33.8367004
3,4,115.8239975,32.8922997
3,5,116.2040024,33.5057983
3,6,116.2679977,32.6455002
3,7,116.5550003,33.2468987
3,8,116.5179977,31.7618008
3,9,116.8030014,33.9678001
3,11,116.9850006,33.6441002
3,13,116.961998,34.1916008
3,14,117.1460037,32.4659004
3,15,116.9690018,32.6417007
3,17,117.3560028,32.9412994
3,19,117.5579987,33.5541992
3,20,117.4980011,33.2164001
3,22,117.8860016,33.4846001
3,24,117.9990005,32.7883987
3,33,119.0189972,32.6688995
3,155,112.8379974,34.1492996
3,156,112.9580002,33.8354988
3,158,113.1029968,34.4347
3,161,113.4749985,34.1451988
3,162,113.5029984,33.3074989
3,163,113.3339996,33.7770996
3,165,113.7630005,34.1439018
3,168,114.0110016,32.8120003
3,169,114.0439987,33.5779991
3,170,114.0289993,32.9894981
3,171,114,32.4704018
3,172,114.1100006,32.1292
3,175,114.2490005,33.2770004
3,177,114.2929993,34.7937012
3,180,114.6490021,33.6091003
3,181,114.8949966,33.446701
3,183,115.6549988,32.1769981
3,184,115.6719971,34.4090004
3,185,116.4300003,33.9276009
3,231,116.6060028,34.7011986
3,232,116.9169998,34.7532997
3,233,117.2070007,34.2672997
3,234,117.4300003,34.4217987
3,235,117.9489975,33.9043999
3,236,117.9869995,34.3384018
3,237,118.2630005,33.9348984
3,238,118.3259964,34.3622017
3,239,118.7089996,33.7126007
3,241,118.8010025,34.1142006
3,243,119.0709991,33.5766983
3,248,119.1669998,34.9189987
3,249,119.2470016,34.6339989
3,250,119.3280029,33.2434006
3,252,119.4150009,32.3787994
3,253,119.4550018,32.7891006
3,256,119.572998,32.4263
3,260,119.7900009,33.4686012
3,263,119.8470001,32.9234009
3,267,120.1460037,33.3637009
3,268,120.4530029,33.2042007
3,269,120.4700012,32.5289993
3,337,115.1070023,35.3129997
3,339,115.5339966,35.5574989
3,341,115.487999,35.2490997
3,342,115.5500031,34.8431015
3,347,115.9430008,35.5867004
3,348,116.1139984,35.7523003
3,349,116.0930023,34.7891006
3,353,116.2990036,35.0685997
3,354,116.3479996,35.3586006
3,356,116.6050034,35.4087982
3,358,116.8089981,35.549099
3,362,116.9560013,35.3984985
3,363,116.9860001,35.5779991
3,365,117.1610031,35.0741005
3,367,117.2949982,34.8068008
3,368,117.0820007,36.6623993
3,370,117.5780029,34.8137016
3,372,117.6340027,35.5032005
3,374,117.7809982,36.8521004
3,375,118.2460022,35.0415001
3,377,118.0820007,36.7797012
3,378,118.1669998,37.1594009
3,379,118.4079971,37.0545998
3,380,118.4800034,35.5376015
3,381,118.8170013,36.793499
3,382,118.5429993,36.4962997
3,383,118.6200027,34.9169998
3,386,118.6190033,35.7762985
3,387,118.814003,35.1829987
3,388,118.8310013,35.5890999
3,389,119.197998,36.4598999
3,390,119.322998,35.1568985
3,391,119.4029999,36.0144005
3,392,119.4820023,35.4104996
3,393,119.776001,36.3914986
3,394,119.9029999,37.0959015
3,395,119.9629974,36.7713013
3,396,120.0780029,35.9396019
3,397,120.4039993,37.3916016
3,398,120.3280029,37.6380997
3,399,120.4960022,37.6297989
3,400,120.5230026,36.8633995
3,401,120.3259964,36.2694016
3,402,120.6910019,36.9618988
3,403,120.7979965,37.7942009
3,404,121.3519974,37.4970016
3,405,121.177002,36.7631989
3,406,121.5839996,36.882
3,407,122.1050034,37.4473991
3,408,122.0699997,37.2392998
3,409,122.2730026,36.8792992
3,410,122.4459991,37.1478004
5,10,117.0650024,30.5534992
5,12,116.9459991,31.4554005
5,16,117.2679977,31.8423004
5,18,117.2779999,31.2518005
5,21,117.8079987,30.9482002
5,23,117.8779984,31.6161003
5,25,118.2139969,31.2392998
5,27,118.2850037,31.3966999
5,28,118.3619995,31.698
5,29,118.3550034,32.3305016
5,30,118.4589996,31.5088997
5,31,118.598999,31.1536999
