CID,CityID,Lon,Lat
4,138,125.3389969,45.6109009
4,139,125.9319992,46.0558014
4,140,126.560997,45.8669014
4,141,126.651001,45.6982002
4,142,126.9800034,46.6327019
4,143,128.8070068,47.7246017
4,144,129.6159973,44.5844994
4,145,130.2709961,47.3007011
4,146,130.3509979,46.796299
4,147,130.9470062,45.7855988
4,148,130.9640045,45.3107986
4,230,122.0390015,46.0774994
4,287,122.8560028,45.6068001
4,288,124.3730011,43.161499
4,289,124.7929993,44.4752998
4,290,124.8059998,45.1161995
4,291,124.8239975,45.1977005
4,292,125.1179962,42.9039001
4,293,125.1330032,44.4151001
4,294,125.3219986,43.8908997
4,295,126.5410004,43.8703995
4,296,128.2420044,43.3665009
4,297,129.4799957,42.9054985
4,304,121.685997,42.0259018
4,313,122.5360031,42.3865013
4,314,122.7330017,40.8530006
4,316,123.0459976,41.1576004
4,317,123.3410034,42.7617989
4,318,123.4919968,41.8007011
4,319,123.8069992,42.2616997
4,320,123.7630005,41.3019981
4,321,124.348999,40.0950012
5,221,106.6989975,39.4538002
5,222,106.8359985,39.6534996
5,223,106.9670029,39.3723984
5,224,109.8830032,40.6263008
5,225,110.5569992,40.5614014
5,226,111.2409973,39.8053017
5,227,111.663002,40.8041
5,228,116.0780029,43.9369011
5,229,118.9260025,42.2695007
5,322,106.1790009,37.9752998
5,324,106.2279968,38.4634018
5,325,106.3509979,38.9962997
5,326,106.4629974,38.9306984
5,327,106.7519989,39.2924004
5,335,109.7460022,38.2569008
5,426,113.2399979,40.0521011
6,328,101.7559967,36.6223984
6,449,91.0796967,29.6539001
7,41,117.0059967,25.0834007
7,43,118.1309967,24.4957008
7,44,118.776001,25.3353004
7,45,118.375,24.7621002
7,48,119.0810013,25.3722
7,49,119.3799973,25.7042007
7,55,108.3470001,22.8045006
7,56,108.6380005,21.9692993
7,57,109.1360016,21.4631004
7,58,109.2099991,23.7357998
7,59,109.3970032,24.3206005
7,60,109.6039963,23.0911999
7,61,109.5559998,24.3903008
7,63,110.1589966,22.6205006
7,65,111.2710037,23.4920998
7,71,110.3639984,21.2346992
7,72,110.8990021,21.6711998
7,73,112.0680008,22.9421997
7,74,111.9960022,21.8857002
7,75,112.5009995,23.1026001
7,76,112.7610016,23.3223991
7,77,112.8259964,22.8953991
7,78,113.0479965,23.6641998
7,79,113.2750015,22.1951008
7,80,113.564003,22.9347992
7,82,114.6959991,23.7182007
7,83,115.3639984,22.8052006
7,84,116.1039963,24.2889004
7,85,116.387001,23.2747993
7,86,116.5839996,23.5317001
7,87,109.5,18.2858009
7,88,110.2350006,19.9927006
7,89,110.4339981,19.9915009
7,469,103.3420029,23.3813
