2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
-0.003,0.0152033944469581,0.015150282942239699,0.015087750164994,0.015016534125340398,0.0149372824137115,-0.003,-0.003,0.014654067147787398,0.0160448149690208,0.015928408740140197,0.0138052420671453,-0.0015,-0.0015,-0.0015,0.015288659836598,-0.0015,0.0150435073067456,0.014922859179637699,-0.0015,0.014674916835929799,0.014543899323167202,-0.0015,-0.0015,0.0141211840773754,-0.0015,0.013819753909277,0.0151638767388512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0137873418286275,0.0,0.0134106850995003,0.0,0.0,0.0,0.0,0.0123946863698738,0.0,0.0,0.0,0.0114854292546211,0.0,0.0,0.0,0.0105155249465095,0.0,0.0100349071091317,0.0,0.0,0.0,0.0,0.0,0.0086604572446872,0.0084414130063787,0.009224671895320499,0.0090095557374959,0.001,0.001,0.0083607206576676,0.001,0.001,0.001,0.0074394253248278005,0.0072006968136456,0.001,0.001,0.0064899752151154,0.001,0.006051437285787,0.0058537687646397,0.0056746648682205,0.0055125312295654,0.001,0.005227823985281,0.0050993662417301,0.0049762833417017,0.001,0.004733697225905701,0.0046080066886026,0.001
-0.003,0.015203400001622099,0.0151502180988529,0.01508773127273,0.015016570439898699,-0.003,0.0148503563153539,0.014755895149681798,-0.003,0.0160448139476774,0.0159283930639729,0.0138052174512044,0.015677275903711197,-0.0015,0.0154165902159461,0.0152886271402008,0.0151647085705919,-0.0015,0.0149228500114376,-0.0015,0.0146749403560514,-0.0015,-0.0015,-0.0015,-0.0015,-0.0015,-0.0015,0.0151638664170787,0.0,0.0,0.0146746040824702,0.0,0.0,0.0,0.0139711962068374,0.0137873617337745,0.0,0.0,0.0,0.0130189878874525,0.0,0.0,0.0123947136178126,0.0,0.0,0.0,0.0114854386351463,0.0,0.0110027712674995,0.0107589224476944,0.0105155598457839,0.0,0.0100349485897707,0.0,0.0,0.0,0.0091063201368512,0.0,0.0086604734911255,0.0084414950979186,0.009224715116010699,0.0090096274654515,0.001,0.0085791697648696,0.0083606955186144,0.0081378515102733,0.001,0.0076761464307905,0.0074394337828227,0.001,0.006961384851681,0.001,0.006490031996837,0.0062647839593951,0.0060514207660565,0.005853780038596,0.00567469603723,0.0055125452810461,0.001,0.0052277901763683,0.0050993624110072,0.0049762512496205,0.0048553935529845,0.0047336803263223,0.0046079543192591,0.004475035420504
-0.003,0.015203399152659799,0.015150218048036198,0.015087732219565898,0.0150165710862718,0.014937297319281497,0.014850355884669498,0.014755895721462199,-0.003,0.016044814779462,0.0159283927402204,-0.0035,0.015677275035251598,-0.0015,0.0154165897219744,0.0152886263292719,0.0151647091024223,-0.0015,0.0149228507166353,-0.0015,0.0146749389881703,-0.0015,-0.0015,-0.0015,-0.0015,-0.0015,-0.0015,0.0151638662097894,0.0,0.0,0.0146746045124972,0.0,0.0,0.0,0.0,0.0137873613327349,0.0,0.0,0.0,0.0130189880549346,0.0,0.0,0.0123947141893554,0.0,0.0,0.0,0.0114854386840018,0.0,0.0110027705584347,0.0107589232155636,0.0105155608642876,0.0,0.0100349474024599,0.0,0.0,0.0,0.0091063198368201,0.0,0.0086604737059977,0.0084414939662191,0.0092247149371931,0.009009626987314199,0.001,0.008579170041078499,0.0083606951321634,0.0081378513080293,0.001,0.007676147022836,0.0074394334808527,0.0072006809498415,0.001,0.001,0.0064900309237226,0.0062647830799848,0.0060514217232387,0.0058537808607811,0.0056746951338763,0.0055125458217551,0.001,0.0052277902927774,0.005099362788896,0.0049762517412453,0.0048553924195003,0.0047336809933465,0.0046079541724064,0.0044750347268855
-0.003,0.0152033989259,0.0151502193508946,0.0150877312547227,0.015016570956448897,0.014937298625938998,0.0148503553072421,0.014755896026002498,-0.003,0.0160448148903001,0.0159283925121516,0.0138052176506473,0.0156772760745304,0.015546935992268,0.0154165896441793,0.0152886264691774,0.015164708842541999,-0.0015,0.014922852125799602,-0.0015,0.014674937332774802,0.0145438941449405,0.0144076087723742,-0.0015,-0.0015,-0.0015,-0.0015,0.0151638653517727,0.0,0.0,0.0146746044745577,0.0,0.0,0.0,0.0,0.0137873598914229,0.0,0.0,0.0,0.0130189880150595,0.0,0.0,0.0123947144766089,0.0,0.0,0.0,0.0114854385353428,0.0,0.0,0.010758923489846,0.0105155618555503,0.0,0.0,0.0,0.0,0.0,0.0091063190767532,0.0,0.0086604732447085,0.0084414914948508,0.00922471518838,0.0090096279424969,0.001,0.0085791711910993,0.008360694397603001,0.008137851906097601,0.007909403661361999,0.0076761486003499,0.0074394321920624,0.0072006804779538,0.001,0.001,0.0064900288771390004,0.0062647818348434,0.0060514227193461,0.0058537808691291,0.0056746937707143,0.0055125474066947,0.0053645336293856,0.0052277905526816,0.0050993640709874,0.0049762523105584,0.0048553927294458996,0.0047336806933741,0.001,0.0044750357613733
-0.003,0.0152034000677127,0.0151502320786707,0.015087718270562099,0.015016567178976098,-0.003,-0.003,0.014755896716101799,-0.003,0.0160448127003558,0.0159283915859734,0.0138052182645319,0.015677289467375,0.0155469316699674,0.0154165908298071,0.0152886309884604,0.0151647042621141,-0.0015,0.0149228629169813,-0.0015,0.014674926767106999,-0.0015,-0.0015,-0.0015,-0.0015,-0.0015,0.013819735206977001,0.0151638579124535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0134106715958183,0.0,0.0,0.0,0.0,0.0123947150021655,0.0,0.0,0.0,0.011485436914603,0.0,0.0,0.010758923121643,0.0105155674015917,0.0,0.0100349541566731,0.0,0.0,0.0,0.0091063129418737,0.0,0.0086604679676143,0.0084414721587753,0.001,0.0090096389994834,0.001,0.001,0.0083606888467888,0.001,0.007909410123903799,0.0076761614531843,0.0074394209806955,0.007200674386055,0.001,0.001,0.0064900133966501,0.001,0.0060514285518716,0.0058537777315163,0.0056746841978165,0.0055125605317139,0.0053645313765084,0.0052277925964185,0.0050993749209506,0.0049762558611719,0.0048554001462203,0.0047336751981027995,0.001,0.004475048423977401
-0.003,0.015203402835298899,0.015150236852332298,-0.003,0.015016552066328499,-0.003,0.014850369879405198,-0.003,-0.003,0.016044827407915598,0.0159283947548268,0.013805224771093997,0.0156772898109327,0.015546941836058899,0.0154165938603357,0.015288632354687,0.015164708469649001,-0.0015,-0.0015,-0.0015,-0.0015,-0.0015,-0.0015,-0.0015,-0.0015,-0.0015,0.0138197349326436,0.0151638419073126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123947139399928,0.0,0.0,0.0,0.01148544768399,0.0,0.0,0.0,0.0105155560667325,0.0,0.0,0.0097983488703671,0.0,0.0,0.0091062991547248,0.0,0.0086604619865943,0.0084414828038221,0.009224728160263498,0.0090096352854998,0.001,0.001,0.0083606747565119,0.0081378570465149,0.001,0.001,0.0074394124411155,0.0072006858171138,0.001,0.0067234449346559,0.0064900115488241,0.001,0.0060514240453675,0.0058537691250901,0.0056746883204338,0.0055125517161003,0.001,0.0052277866639687,0.0050993818431576,0.0049762649512598,0.0048553991449975,0.0047336573266586,0.001,0.0044750346045633
-0.003,0.015203392986049198,0.0151502115442781,0.0150877098522987,0.015016560133180699,0.0149372912551428,0.0148503584229562,0.014755881173018898,-0.003,0.0160447971451578,0.0159284025318421,-0.0035,0.0156772537806586,-0.0015,-0.0015,-0.0015,-0.0015,0.015043473270077401,-0.0015,0.0148007052450043,-0.0015,-0.0015,-0.0015,-0.0015,-0.0015,0.0139722056181227,0.0138197588853616,0.0151638650272172,0.0,0.0148414218790647,0.0,0.0,0.0143297291414539,0.0,0.0,0.0,0.0,0.0134106740035519,0.0,0.013018980914916,0.0,0.0,0.0,0.0,0.0,0.0,0.0114854301998196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008660469563022,0.0084414917732299,0.0092247361992117,0.001,0.008794958885202299,0.001,0.0083607278763959,0.001,0.001,0.0076761553129896,0.0074394342026776,0.0072006853971428,0.001,0.001,0.0064900351018067,0.001,0.0060514231787684,0.0058537818358626,0.0056746971850743,0.0055125720363372,0.001,0.0052277980470134,0.0050993568017142004,0.0049762483442965,0.001,0.0047336911608625,0.0046079507146251,0.001
-0.003,0.015030099329476397,-0.003,0.014917534834885,0.0148483373048159,0.0147712447714049,0.0146866181937599,0.014594831375395098,0.014495774026790599,-0.0015,0.015776476452552098,-0.0035,0.015532671524714199,-0.0015,0.0152795571851054,0.015155440125713,0.015035285544194301,0.014917495494331601,-0.0015,-0.0015,-0.0015,0.014432722552262101,-0.0015,-0.0015,-0.0015,0.0138779835456079,-0.0015,0.0150786615036993,0.0,0.0,0.0,0.0,0.0142681819187242,0.0140953922724757,0.0139195898978957,0.0137406729630208,0.0135592271369208,0.0,0.0131860209752757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011500400668615,0.0,0.0,0.0,0.0,0.0103201900439677,0.0,0.0,0.009627968379683,0.0094027360204801,0.0,0.0,0.0087446708534845,0.0,0.001,0.0091076550822328,0.001,0.001,0.0084720787633897,0.001,0.001,0.001,0.001,0.0073357259828971,0.0071012682861945,0.0068683557336653,0.0066392716162674,0.0064185026317654,0.0062090325501952,0.001,0.0058384469514116,0.0056785456450416,0.0055321937537598,0.001,0.0052693526888646,0.0051473115737337,0.001,0.0049062868467052,0.0047816367064038995,0.0046495881058235995
-0.003,0.015203400852238797,0.015150218686310899,-0.003,0.015016570340927399,0.014937296535443999,0.014850356651737598,-0.003,-0.003,0.0160448115400463,0.015928393522430098,-0.0035,0.0156772782326018,-0.0015,0.0154165905913043,0.015288627229402002,0.015164708026507502,-0.0015,0.014922849599840702,-0.0015,0.0146749425678317,-0.0015,-0.0015,-0.0015,-0.0015,-0.0015,-0.0015,0.0151638671166213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0137873633602237,0.0,0.0,0.0,0.0130189879552914,0.0,0.0,0.0123947129923737,0.0,0.0,0.0,0.0114854396845373,0.0,0.0110027722345991,0.0107589212758683,0.0105155578464186,0.0,0.0100349515544784,0.0,0.0,0.0,0.0091063205178157,0.0,0.0086604736901589,0.0084414962619928,0.0092247167671545,0.009009627659996099,0.001,0.0085791687471436,0.008360696481495001,0.008137852178008,0.0079094039075252,0.001,0.001,0.001,0.001,0.001,0.0064900337831159,0.006264785192418,0.0060514198331441,0.0058537797988165,0.0056746978116383,0.0055125449614635,0.001,0.0052277891897868,0.0050993626035872,0.0049762507072988,0.004855394885369299,0.0047336793344255005,0.0046079539374028,0.0044750366477336
-0.003,0.0152033995977732,0.0151502184767185,0.015087732242873698,0.0150165718313341,-0.003,0.0148503552538277,0.014755895566816,-0.003,0.016044813972869897,0.0159283927985051,-0.0035,0.0156772760653493,-0.0015,0.0154165900787778,0.015288625780776199,0.0151647091607274,-0.0015,0.014922850716963901,-0.0015,0.014674939700153199,-0.0015,-0.0015,-0.0015,-0.0015,-0.0015,-0.0015,0.0151638658206209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0137873626550137,0.0,0.0,0.0,0.0130189883230182,0.0,0.0,0.0123947144570702,0.0,0.0,0.0,0.0114854399424915,0.0,0.0110027703242597,0.0107589230697282,0.0105155601324989,0.0,0.0,0.0,0.0,0.0,0.0091063205440243,0.0,0.0086604734861237,0.0084414936945308,0.009224715956434499,0.009009626073224,0.001,0.0085791691559012,0.0083606957709217,0.008137851591367,0.001,0.0076761480185758004,0.0074394342048279,0.0072006804677559,0.001,0.001,0.0064900314047764,0.0062647832239399,0.0060514228006483,0.0058537816391769,0.0056746951586342,0.0055125464897146,0.001,0.0052277892507078,0.0050993637253505,0.0049762516082343,0.0048553920136733,0.0047336805924786,0.0046079540909152,0.0044750347436757
