1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
0.0,0.0,0.04334067491962229,0.0,0.0,0.0,0.0,0.0455937824358877,0.0,0.05085947191210349,0.0,0.0,0.0,0.0,0.03473329789119263,0.0,0.03820156451735399,0.037112984481405535,0.0,0.03566998303840409,0.0,0.0,0.036834510518721046,0.0,0.040150882256145416
0.015526665049305725,0.0,0.02370385169751545,0.027756767942003338,0.0,0.0,0.0,0.04796426583705564,0.0,0.060294264552680776,0.03701853781056898,0.03517760050233328,0.03272301742468568,0.0,0.03646197536854423,0.0,0.04481041199891542,0.04993364063191243,0.0,0.05213134873631784,0.04538124527278695,0.0,0.04736489089949053,0.0,0.05116093217073623
0.010033716904553139,0.0,0.0,0.013604273821038263,0.0,0.012570770848587294,0.0,0.015650187868543244,0.0,0.017048279353141637,0.044666612430359076,0.05973827968458574,0.06365233321582134,0.06339621731885826,0.05473950000150656,0.0,0.053986217951615185,0.04677278904185536,0.0,0.04731816524597672,0.06173598368089767,0.0,0.06923867289781578,0.0,0.06547828890475803
0.11472491909385113,0.0,0.02766990291262136,0.05792880258899676,0.0,0.0,0.0,0.03414239482200647,0.0,0.013106796116504855,0.08495145631067962,0.02168284789644013,0.02605177993527508,0.0,0.0284789644012945,0.0,0.016666666666666666,0.0,0.0,0.040129449838187704,0.02168284789644013,0.0,0.031877022653721686,0.0,0.029935275080906147
0.033056926285801494,0.0,0.0,0.04553085414864934,0.0,0.0,0.0,0.05074019433280765,0.0,0.056336165233758964,0.031998779060894336,0.050902986213562595,0.04421834461006258,0.0,0.03166302080683726,0.0,0.0,0.046853538179783286,0.0,0.02859032405758763,0.0,0.0,0.028987129266927814,0.0,0.031001678791270287
0.0,0.0,0.009204470742932281,0.019943019943019943,0.0,0.0,0.0,0.010081087004163927,0.0,0.0030681569143107606,0.04339250493096647,0.029147490685952224,0.02805172035941267,0.0,0.05106289721674337,0.0,0.0,0.0,0.0,0.04120096427788735,0.0,0.0,0.09533201840894148,0.0,0.08985316677624369
0.0,0.0,0.0,0.02722047829185812,0.0,0.0,0.0,0.030602186737030464,0.0,0.034059718241511605,0.0,0.0,0.0,0.0,0.03333181687214716,0.0,0.03742626207482219,0.034211364360129205,0.0,0.029889449979527773,0.0508317789606175,0.0,0.04508439106501069,0.0,0.0704396220978724
0.0,0.0,0.0664384518653067,0.05819477434679335,0.0,0.0,0.0642727399748498,0.06385356993153556,0.0,0.07021098225513484,0.0,0.047086768198966046,0.0,0.02005030040519771,0.0,0.0,0.028224116249825345,0.01739555679754087,0.018653066927483582,0.023683107447254437,0.032345955009082016,0.02591868101159704,0.026966606119882632,0.0,0.0299007964230823
0.053936899862825786,0.0,0.03758573388203018,0.04559670781893004,0.05832647462277092,0.0,0.0,0.04625514403292181,0.0,0.04570644718792867,0.046474622770919065,0.02962962962962963,0.02853223593964335,0.0,0.030617283950617285,0.0,0.03654320987654321,0.0,0.0,0.03506172839506173,0.03478737997256516,0.0,0.03851851851851852,0.0,0.039780521262002745
0.040840113868155024,0.0,0.0,0.043462667832246206,0.0,0.0,0.0,0.04281263308900993,0.0,0.04308161298276287,0.030999932755026563,0.027951493959159888,0.025978974738304978,0.0,0.039271064487929525,0.0,0.043507497814538366,0.0,0.0,0.03765718512541188,0.04285746307130209,0.0,0.04624212673435994,0.0,0.043888552664021696
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04052133522825748,0.05809560123401158,0.0690145239003085,0.0,0.05587715345419252,0.0,0.05286145100350099,0.05123227841519637,0.05109362542895768,0.07542722451384797,0.0,0.09483864258726472,0.08357308745537106,0.07452598010329647
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.031254614362356645,0.0,0.04499926170202294,0.0,0.0,0.0,0.0,0.04741103509376384,0.0,0.052185362012108084,0.0,0.032226706698823646,0.0,0.029851848205935914,0.03333415366441896,0.0,0.0,0.04351036078161146,0.0,0.03792390608849732,0.0,0.0,0.04181227543436531,0.0,0.044125609095831075
