D2W_D,W2D_D,D2W_S,W2D_S
0.007935626,0.17274478,-0.052350678,-0.034760747
-0.26503092,-0.07916376,-0.07013356,0.08743632
0.14540295,-0.22182457,0.013944115,0.19288212
-0.03492451,-0.048308942,0.06575248,0.12128079
-0.05355872,-0.042615425,-0.053114828,0.12701674
-0.42855313,-0.068749204,0.08659826,0.037843168
-0.075763956,-0.22777082,-0.07642873,0.046217132
-0.09591837,0.08878176,0.08380665,0.26385373
-0.23584475,-0.10452467,0.23164189,0.09988714
-0.19618496,-0.07485148,0.11810026,0.21619286
-0.17368421,0.042345416,0.021317935,0.14723979
-0.26712683,-0.13779987,0.045094337,0.12045709
-0.1086708,0.0779227,0.1078861,0.29006326
-0.37549138,-0.12510417,0.23429202,0.084163114
-0.11511043,-0.060570646,-0.15960586,0.06035448
-0.07880063,-0.15880565,-0.16523612,-0.0060341093
-0.03998356,0.2101552,0.10708136,0.13240127
-0.24503519,-0.040967274,0.2435668,0.22027929
0.002473101,0.056097053,0.0063998993,-0.019491505
0.12414093,-0.026919387,-0.22575411,0.30724484
-0.31615236,-0.29017106,0.34339356,0.18051253
0.09340756,-0.0056289975,0.7601428,-0.00037157928
-0.11844435,0.022716943,-0.31569064,-0.06260114
0.030819368,-0.23101585,-0.19794331,-0.017326834
0.05300261,-0.015550755,0.41603538,0.13910308
-0.0476087,-0.13755776,0.10921885,0.04002221
-0.19482759,-0.16753425,-0.08633702,-0.13685194
-0.1617267,-0.07697396,0.6212931,-0.012909156
-0.21593533,-0.106304616,0.2726152,0.27478257
-0.1364749,-0.08597402,0.21337733,0.38710165
0.064576596,-0.10056269,-0.10137363,-0.023846129
-0.08226043,-0.1364977,-0.088069744,-0.13992567
-0.008688318,-0.02171171,-0.012555492,-0.020353504
-0.16129033,-0.21373767,0.08528015,0.086104155
0.13099454,-0.3455905,0.12800178,0.39750713
0.34176707,-0.31471303,0.0408789,-0.021196978
0.27650926,-0.49818864,-0.070471846,0.026383631
0.7384654,-0.4648872,0.124309555,0.059791222
-0.0459735,-0.45669723,0.048013557,-0.041834
-0.11085974,-0.30502164,-0.10398546,-0.13579936
-0.22941397,-0.077982455,-0.01938679,0.065639496
-0.16871345,-0.10408029,-0.12581249,-0.0131049715
-0.28313032,0.059022993,0.24555168,0.00022865133
-0.42563438,0.4077374,0.27640647,0.028153373
-0.0757108,-0.26377732,0.06757308,-0.0247969
0.12701702,-0.28137952,0.016777374,0.45017222
0.2186258,-0.37803143,0.14357048,0.023898909
0.090192184,-0.4242987,0.15857616,0.04570663
0.671789,-0.5703149,0.07501056,-0.06971688
-0.09809229,-0.44172606,0.02629988,0.07263467
0.22757988,-0.23545606,0.5338444,-0.043491732
-0.046046827,0.07923868,0.24975632,-0.004581576
-0.09720731,-0.3885714,-0.07675252,-0.01470459
-0.18956387,-0.41765502,-0.062703885,0.075379856
-0.112244904,-0.3905853,0.0915064,0.02908328
-0.11238055,0.023399692,-0.19925046,-0.08121835
0.0998258,-0.20954724,-0.257238,-0.34213793
0.052760735,-0.5008252,0.030052256,-0.065755166
0.016228456,0.10338952,-0.031890303,0.25022647
-0.12564969,-0.07845296,0.09229649,0.141066
-0.03698086,-0.123927996,0.021659326,0.07593739
-0.09425947,-0.29041475,0.47037113,0.21481489
0.13066734,0.02345255,0.14371523,0.3083007
-0.37536007,-0.06223714,0.16561458,-0.182895
-0.36032602,0.02108108,-0.21261857,0.10534335
-0.3550486,-0.14889345,0.31301188,0.2547232
-0.05099338,0.04042299,0.26732963,0.3168466
0.048801128,0.07585226,0.39747092,0.37509385
-0.03911111,-0.060869563,0.18903208,0.15269908
-0.18549472,-0.33216748,0.011469037,-0.06539797
-0.07108177,-0.1253457,0.10297897,0.09008275
-0.21018578,-0.06363736,0.21737307,0.207198
-0.05382395,0.6984746,0.25568017,0.0034955968
-0.032156065,-0.10216868,0.16141805,0.059327263
-0.19103606,0.026837442,-0.110191375,0.13309114
-0.09618503,-0.24015592,0.03963733,0.2624462
-0.14747939,-0.25697073,0.16359523,0.014741329
-0.24538119,-0.11358988,-0.20222232,0.27488595
-0.16562055,-0.057076026,0.3877854,0.40993717
0.5784946,-0.19111316,-0.18030825,-0.12149335
0.45674813,-0.20706445,-0.06798673,0.1770786
-0.3429078,0.027665973,0.00357226,-0.20886336
-0.040683046,-0.090333045,0.35708097,0.79052824
0.14854394,-0.1963207,0.16495377,0.09024333
0.050911963,0.8240992,0.133927,0.08036679
0.22426231,0.22025478,0.40861464,0.35881087
-0.08912711,0.15071428,0.12555438,0.09264875
-0.12563802,0.43018225,0.04237147,-0.057931725
-0.21748981,-0.10206349,0.19843765,0.098507434
-0.16050287,-0.15017414,-0.2359552,0.06193451
-0.32441193,-0.09365079,-0.13172247,-0.0034126844
-0.12789136,-0.012302633,0.10749783,0.21929055
-0.09396353,0.040757574,-0.13334146,-0.27625003
-0.11073883,0.14833333,0.19347782,-0.111930035
-0.29003114,0.5076056,-0.07042398,-0.28023705
-0.1815988,-0.17370458,-0.21922664,0.033296797
-0.2989247,0.2883715,-0.18537517,0.29246956
-0.34176853,0.49011338,-0.11743396,-0.021253726
-0.17805806,0.38940302,0.08528349,-0.18681526
-0.26173785,-0.26944086,0.005576722,0.058440536
0.056124065,-0.28765646,-0.09011617,0.22283936
-0.17206824,-0.20673563,0.10617574,0.19031249
-0.28037134,-0.026533984,0.29217032,0.12069585
-0.19223808,-0.27897808,0.1647473,0.25382674
-0.40599942,-0.21842657,0.1855935,0.115812376
-0.22588488,-0.054884497,0.34976044,-0.057436436
-0.013175163,-0.27269575,-0.20851514,0.14980586
0.14333573,-0.15043251,-0.22845128,0.1493378
0.19911605,0.08982395,0.16624184,0.40218148
0.13357355,-0.3511111,0.03751341,0.7056084
0.02919738,0.7052566,0.060251232,-0.24041647
-0.12880185,0.23367469,0.6079534,-0.099654704
-0.24972941,0.5148394,-0.16145156,0.044567514
-0.029707056,-0.12825397,-0.11706209,-0.19320478
-0.19811136,0.4924862,-0.34365723,-0.06845325
0.06426653,-0.085410476,-0.019045748,-0.015679887
-0.08583444,-0.09988253,-0.08614823,-0.08898866
-0.33731726,0.15293519,0.23367374,-0.007992897
-0.19793814,0.1428436,-0.15229669,-0.15420835
0.0400986,-0.33313677,-0.15826528,0.395184
-0.11474085,-0.2505193,0.22719684,0.2423307
-0.10147542,-0.19754437,0.0013784418,0.12974794
0.13620855,0.09070368,0.0070855864,0.11855527
0.30639505,0.12584712,0.027410725,0.41315934
-0.14913227,-0.24562092,0.106692426,-0.018296694
-0.16433896,0.13602921,-0.12090595,0.025510175
0.029099582,-0.08738433,-0.090069406,0.18269457
-0.083847284,-0.4390141,0.09002917,0.10687285
-0.12908164,-0.3726428,0.09537068,-0.009771336
0.1014203,-0.24383713,0.12625104,0.22448085
-0.062220883,-0.35014084,0.10176812,0.23667808
-0.15091258,-0.12752059,0.2517961,0.055393595
-0.124439776,-0.3301234,0.22823375,0.27348074
-0.16619556,-0.22230367,0.07827852,0.21922736
-0.07385939,-0.1403173,0.23128834,0.2949261
-0.12024222,0.02972973,0.072075434,0.28199103
-0.22850083,0.15356784,0.04210687,0.30217168
-0.33068737,0.5552137,0.016725069,0.013619857
-0.20795903,-0.25758123,-0.017232683,0.01649263
-0.13157895,0.22752587,-0.08652689,-0.0027633084
-0.23015629,-0.044042554,-0.07122471,-0.019937368
0.17900147,0.084583506,-0.08844954,-0.097344525
0.034591302,-0.22361404,-0.020864582,0.0029894565
-0.14595589,0.2062116,-0.11199485,0.11497506
-0.2884416,-0.104254216,-0.020897742,-0.012410313
-0.23286532,-0.23982747,-0.037755836,0.21622653
-0.075646386,0.026739327,-0.026085766,0.15751636
-0.21259317,-0.030008756,-0.10375234,-0.16089529
-0.21464682,-0.02812324,-0.29667583,0.019434573
-0.19959047,-0.16199918,-0.15069073,0.027279181
-0.05162095,-0.122826725,0.071698315,-0.07095694
-0.3233261,-0.38437545,0.016072962,-0.10495323
-0.35620537,-0.10179104,-0.3218245,0.32344317
-0.17226107,-0.45544806,0.06201208,0.07175224
-0.2813996,-0.13755381,0.071619675,0.35965174
-0.34177345,-0.43104824,-0.008147105,0.020370461
-0.22222663,-0.1954609,0.21413001,0.13120636
-0.17481788,-0.23383822,0.13293909,0.0061924774
-0.32424754,0.2059176,0.11480865,0.046589613
0.121303946,0.040393982,0.22534452,0.17023334
-0.08880597,-0.07337792,0.15045719,-0.07919376
0.13240698,0.02808933,-0.021193953,0.051750556
0.3682927,-0.26599133,-0.01988665,0.18736506
0.04011929,0.13298246,0.3609842,0.38614485
-0.15415348,0.35559767,0.027800178,-0.05290826
-0.20828332,-0.073406935,-0.001830231,-0.026725577
-0.17713004,-0.13589929,0.01761695,-0.13402772
-0.0349642,-0.12355848,0.031794816,-0.054150335
0.3466882,-0.15929845,-0.12532568,0.015742341
0.20022321,-0.2904767,0.078679524,0.04354897
0.074164525,-0.053054255,0.08252436,0.25703257
-0.10675676,-0.24349056,-0.20861551,0.02729881
-0.05823842,-0.29962784,-0.069359705,0.16161536
0.054786384,-0.039646383,-0.13289602,0.108537935
0.14873435,-0.34399644,-0.023298897,0.0033657697
-0.060729485,-0.34695652,0.2074688,0.32951346
0.1311676,-0.30100417,0.39103165,0.35502967
-0.017239943,-0.01263902,0.31215486,0.23861295
-0.22717173,-0.12798867,0.14115176,0.22271174
-0.13616306,0.07015216,-0.008844197,0.06820235
0.010814419,0.0052954294,-0.19838826,-0.10892451
-0.34875834,-0.26430228,0.066815495,0.2622048
-0.26447117,0.00024096295,-0.07258625,-0.21033612
-0.19240631,0.081141144,-0.14456166,-0.0031910357
-0.17177033,-0.26012015,-0.17040461,0.016745038
-0.038266897,-0.24257182,-0.1154877,0.0036067783
-0.14658114,-0.26675785,-0.12296414,-0.056203466
-0.20202656,-0.07397516,0.21691903,-0.01209313
-0.272496,-0.1338242,0.06597356,0.16570286
-0.5341693,-0.010671785,0.13542476,-0.124934055
-0.23479469,-0.33436006,0.10528585,-0.082923755
0.091657475,-0.0713394,0.07000077,-0.09823086
0.28958648,0.20734906,0.032821912,-0.14887527
-0.040976822,0.026620261,-0.1254188,0.07657835
0.23476857,-0.13392521,0.14919046,0.1845371
-0.1874055,0.16547056,0.19772464,0.09337205
-0.28819826,-0.34113553,0.16612409,0.16400117
-0.12767504,0.06577639,0.030202884,-0.064344496
-0.16721311,-0.12165213,-0.07747281,0.1320115
-0.071362674,0.057459086,0.18504049,0.05392366
0.18757561,-0.053271655,0.016898138,0.00073577126
0.19599284,-0.3028765,0.28674576,0.24949639
0.14742586,-0.095431596,0.06940528,-0.029761918
-0.08639456,-0.12393607,-0.09873374,0.018356074
0.05041536,-0.1364977,0.084719285,0.054570872
-0.11959545,-0.018180486,0.44559965,-0.0023283854
-0.16484931,-0.061841335,0.01373592,0.06837724
0.20839646,-0.0021311138,-0.054044496,0.12918752
-0.113683164,0.04464072,-0.058511626,-0.026891494
-0.038950622,-0.15244843,-0.13334133,-0.17429596
-0.053476486,-0.05173846,0.050327543,0.14356513
-0.07118644,-0.096444264,-0.14741041,-0.016945254
-0.038370267,-0.15594941,0.031072937,-0.008267096
-0.14297889,-0.33968335,0.017326644,0.041223276
0.4034533,-0.15644424,-0.09788897,9.2505e-05
-0.016755603,-0.12904762,0.054934874,0.20553969
-0.14089353,-0.22242509,-0.0009175496,0.07749535
-0.3063392,-0.31485546,0.15035568,-0.01832122
0.17674053,-0.24730603,0.23281604,0.16398786
0.11429961,-0.21954681,0.107654124,0.024106314
0.04313598,-0.079153225,0.03326998,-0.036614764
-0.28900886,-0.106996134,0.041345358,0.11382192
0.3593698,-0.14427854,-0.12792128,0.03756581
0.041453887,-0.027984936,0.032721758,0.028750429
-0.3344096,-0.088181466,0.5176438,0.063418075
0.0785552,-0.061442707,0.05177439,0.12303148
0.37617275,0.1273936,0.33038992,0.48641402
-0.040074106,0.0404506,0.086833626,0.22720663
-0.10037786,0.025465898,0.031326365,0.12639469
-0.10271464,0.15509434,0.16288316,0.1811209
0.182851,0.086269036,0.028200815,0.049066797
-0.06781067,-0.07063627,0.20085041,0.07414014
-0.23703943,-0.2073401,0.21109773,0.2975672
0.06367077,-0.1473964,0.030941932,-0.09288618
-0.41864637,-0.015770473,0.39951444,0.19837442
-0.20839469,0.07762376,-0.0128893405,0.24420458
-0.010676755,0.26702252,-0.13234098,-0.097798415
-0.14954722,-0.1171328,0.025450528,0.16309665
0.10618557,-0.14240001,-0.06770279,-0.024340788
-0.25287414,-0.31051427,0.08910674,0.16680133
-0.40765992,-0.111880675,0.31178802,0.14329286
0.12883905,-0.19326413,0.06804787,-0.07945905
-0.16273458,0.004988198,0.33547288,0.25551164
0.09387019,-0.3778694,-0.09235614,-0.07394133
0.33151516,0.22369272,-0.23997813,-0.15383492
-0.16167144,-0.35310653,0.039720766,-0.03480668
-0.02257803,-0.38151342,0.07006323,0.17658933
0.023905428,0.0034001488,0.16373911,0.12918924
-0.20286827,-0.112537205,0.06591843,0.17799038
-0.03149171,-0.2598926,0.075585514,0.064829536
0.008462675,-0.17456955,0.12917334,-0.049274117
0.37195465,-0.1603542,-0.037658393,-0.02068978
0.038991846,-0.07412776,0.22529663,0.1095787
0.012836439,-0.065598115,0.33530006,0.06827339
0.22917686,0.06352877,0.05785229,0.32104632
-0.14653777,-0.23238607,-0.024983512,0.06768684
-0.09435958,0.08623673,0.12298158,0.13058965
-0.15202104,-0.0597915,-0.0033344107,0.097722955
-0.16417873,-0.17627907,0.53806657,0.506897
-0.21089852,-0.16608055,0.2508215,0.5632667
-0.1226235,0.06919484,0.023847893,0.24046905
0.13984272,0.32566553,-0.009621213,0.07074636
0.035284884,0.14836417,0.06104179,0.20804553
0.3071867,0.26552573,-0.10369233,0.051824745
-0.241102,0.11397302,0.10542662,0.32002625
-0.2367133,0.15029712,0.041164003,0.13682786
-0.1035822,-0.26135784,-0.08446959,0.13442115
0.68312716,0.37357342,-0.014511658,-0.010817158
0.09250936,0.6522487,-0.10675363,-0.015454589
0.3689301,0.25827786,-0.084694706,0.06009724
0.23932135,0.24266854,-0.1548339,-0.0496976
-0.11517441,0.33487287,0.055262983,0.025660323
0.12135129,-0.0076623,-0.020897314,0.19146876
0.14867724,0.05080586,0.06588681,0.06417192
-0.17891853,0.23868515,-0.078717485,-0.010747555
0.117406815,-0.017692309,-0.08417402,-0.08264621
0.11759792,0.18549328,-0.11212748,-0.16082968
-0.0718417,-0.3261412,-0.070632294,0.10467137
0.17750773,-0.061148707,0.124043144,0.012652653
-0.19344327,-0.107893646,0.015131779,-0.12810658
-0.118844226,0.0848898,-0.18360743,0.13736965
0.020571034,-0.05863555,0.008514434,0.01262977
0.36616543,-0.44878384,0.039860904,-0.031462297
-0.011344854,-0.20171657,0.09385271,-0.017149692
0.008310991,-0.11753665,0.29172245,-0.0063869045
-0.36335877,-0.18656144,-0.03663805,0.18765515
-0.12273012,0.29857463,-0.26593462,-0.059370548
-0.18994835,-0.332347,0.04908741,0.16547191
-0.090240285,-0.054652404,0.27670726,0.40985218
-0.10045025,0.09786925,-0.05562532,0.34248802
-0.0632216,-0.11797577,0.1168357,0.34845972
-0.06864686,-0.34758446,0.03378336,0.13986331
-0.20929307,-0.112090126,0.10357676,-0.050037045
-0.05433361,-0.11991903,0.069457725,0.07692438
-0.12860978,-0.27227256,0.05199783,0.118390284
0.016783543,-0.19196965,0.26596153,0.14930122
-0.11383648,0.25147542,0.17691363,0.014635069
-0.22882096,0.06485939,0.062494986,0.07993294
0.013887627,0.00617647,0.12466451,0.27824122
0.2872913,0.08366096,-0.048648987,-0.15834817
-0.08808164,0.24017271,0.16154619,0.0033502162
0.011287478,0.30192512,-0.029471342,-0.0059814607
0.04053749,0.101946056,-0.048688155,-0.00031386482
-0.10764401,0.037142858,-0.079652995,-0.09746419
0.21966963,0.57,0.0069465297,-0.01882724
0.15110132,0.4798961,0.2975591,0.07101422
0.32728958,0.88716495,0.17348221,-0.10407313
0.610845,0.27308628,-0.014730401,-0.009201888
0.34560606,0.36469296,0.004884164,-0.014707855
-0.083809,0.48037267,-0.0055811713,-0.25264505
-0.15313052,0.32607445,-0.08997706,-0.08533881
0.020517929,0.14859444,-0.23528728,-0.041644722
0.026681613,-0.06573248,-0.0027972634,0.1275505
-0.02953614,0.009562607,-0.113231115,-0.0016218493
-0.0022425968,0.071957774,-0.041918755,0.052080907
-0.31525832,0.17972937,-0.033720817,-0.117021814
-0.592415,-0.010077201,0.11923499,0.059874002
0.41989756,-0.022512667,0.2700254,0.081458494
0.20509641,0.12539326,-0.12233952,-0.14589642
0.011969469,0.20438074,-0.23515922,-0.114736244
-0.11597633,0.20341796,-0.003341579,0.08146471
-0.12806872,-0.08796272,0.18117753,0.08701667
-0.2838606,0.26013622,0.03464185,0.17837097
0.0394081,-0.31484398,-0.08716827,-0.11153829
-0.23677371,-0.35731992,0.3163844,-0.039218575
-0.3449046,-0.12606464,0.06083106,-0.07003848
0.013155473,-0.35203537,-0.041731518,-0.065253675
-0.1808931,-0.21175797,0.1176827,0.6776008
-0.03552408,-0.161608,0.053725664,0.363617
0.04423611,-0.19745705,-0.09252165,-0.097341456
-0.28672746,0.026956521,0.09039845,0.30411473
-0.36224157,-0.066908464,0.23519066,0.10216872
-0.11312336,-0.121381894,0.26496157,0.33051834
-0.024611458,0.32113695,-0.10922343,-0.12253896
-0.34826288,-0.25419447,0.22347507,0.03991489
-0.014872801,-0.17748615,0.12634145,0.11174841
-0.10234548,-0.32265058,-0.14071892,-0.0033547985
-0.0035987962,-0.08290148,0.018006187,-0.15155649
0.006058623,0.04711747,0.14920425,-0.08432578
-0.15559915,0.06479253,0.3485231,-0.02581726
-0.16067061,0.021190252,0.18425529,0.30828896
0.17182162,-0.24061821,-0.17212364,-0.028211344
0.027490038,-0.19101015,-0.041464675,0.13478372
0.17595628,-0.08145329,-0.13689944,-0.084755726
0.5885845,-0.017872442,-0.051272646,0.08609999
-0.1323435,0.099978596,-0.28766897,0.07933436
0.49288747,-0.026212893,0.042512305,0.19701126
0.051612902,0.25150442,-0.117632635,-0.10142628
-0.0019520856,0.09665811,-0.119563535,-0.0917364
-0.092487484,-0.042118758,0.1671032,0.13502812
-0.017921146,-0.1721988,-0.0039477535,0.015070916
0.12687439,-0.081690356,-0.0035385115,-0.06652139
0.16436781,0.098321065,0.0033560125,0.008240579
0.070298314,0.1557777,0.13004296,0.09931274
-0.04118991,-0.30314207,0.34673777,0.15515436
0.12194514,-0.08272727,0.06908019,0.012267844
-0.0751894,-0.135,-0.05539137,0.042425323
-0.056975696,-0.40541768,0.2958636,0.21849197
-0.26090673,-0.17049047,0.3467551,0.23253582
-0.07076727,0.26043257,0.09630195,-0.08119852
-0.19124565,0.23035061,0.49027133,0.04924253
-0.2442755,-0.11930159,0.27916604,0.19286665
-0.3250577,0.050714284,0.12791435,0.08977151
-0.57007957,-0.1295936,0.7517825,0.14348982
-0.0015645381,-0.010777203,-0.016840966,0.05561264
-0.044255745,-0.019786447,0.12763454,-0.010652914
-0.123943985,-0.32441187,0.08453483,0.09591653
-0.2523884,-0.2088237,0.5310559,0.17164055
-0.0069392677,-0.33724156,0.5907067,0.21730432
0.3174274,-0.1637191,0.24503231,0.21068084
0.11732653,-0.010385888,-0.032786284,0.014646476
-0.10810374,0.025907336,0.21799323,0.29561663
0.14564532,0.04213848,0.58337384,0.3431773
-0.11598833,0.012705602,0.44996098,0.26545715
0.018144887,-0.11976351,-0.07646119,0.22966318
-0.25264525,-0.050521325,0.040476464,-0.020693915
-0.25670603,-0.0143010765,0.06412166,0.101117395
0.00728394,-0.08247085,0.20228572,0.100379124
-0.36290035,0.037080597,0.21225011,0.23620564
0.08175938,0.11149426,-0.15501921,0.1999269
-0.348708,0.2005703,0.049513154,0.03430032
-0.15759163,0.31738096,0.21429653,0.17912589
-0.023826089,0.11122593,0.48831832,0.35697734
0.16092896,-0.1986932,-0.033300046,-0.23098841
-0.19935206,-0.113620535,0.039101303,-0.05680893
-0.23109646,0.044297695,-0.07308688,-0.0038107343
-0.25386453,0.03639344,-0.09109265,-0.19401841
-0.31034762,-0.119120464,-0.2688108,-0.1685949
0.066108,0.062322423,0.00045632102,-0.08032242
-0.35056064,-0.27132812,0.08623813,0.22646885
-0.16257851,-0.038580023,0.15435575,-0.076424494
0.13070582,0.004452423,0.05400962,0.071303725
0.027333751,-0.21123095,0.19079582,0.25719932
-0.16393715,-0.013814218,0.18854265,0.19778931
-0.27861726,0.2741256,0.28536904,-0.05648298
-0.0132867135,0.14357142,0.31683323,0.07948133
-0.3516316,0.25102362,-0.19351053,0.010483771
