ID,Lon,Lat,DW_D_UE,WD_D_UE,DW_S_UE,WD_S_UE
82,114.6959991,23.7182007,0.003913565,0.003339161,0.078052154,-0.039893625
83,115.3639984,22.8052006,-0.026785714,-0.021111111,-0.002247426,0.011174537
84,116.1039963,24.2889004,-0.048095238,-0.002777778,0.172316447,0.076358829
85,116.387001,23.2747993,-0.006666667,0.014141414,-0.094190963,-0.069081964
86,116.5839996,23.5317001,0.001693405,-0.004006109,0.051832189,0.024123054
87,109.5,18.2858009,-0.023717949,-0.036738817,0.13141795,0.007130334
88,110.2350006,19.9927006,-0.038102981,-0.02083639,0.039188303,0.060914091
89,110.4339981,19.9915009,0.00394958,0.005882353,-0.113863914,-0.015033343
90,113.7040024,36.5870018,-0.004820967,0.011319967,-0.007151932,0.024646003
91,114.4960022,38.0640984,-0.040433673,-0.023845436,-0.003703931,0.037520076
92,114.4089966,36.764801,0.026732174,0.016025641,0.012283665,-0.00133624
93,114.9219971,40.7137985,-0.066666667,-0.022852663,0.14131266,0.105930025
94,114.9680023,38.5265007,0.012156448,0.002008929,0.029903742,-0.011648216
95,115.0559998,38.0433998,-0.028838384,-0.046374889,-0.00888465,0.004887233
96,115.2089996,37.9466019,-0.048829431,-0.174433107,-0.032962808,-0.140170712
97,115.4690018,38.8796997,-0.044063779,-0.034891775,0.083427622,0.051009272
98,115.5530014,40.3972015,-0.057854406,-0.041025641,0.13830116,0.070943014
99,115.5220032,38.2216988,-0.016666667,-0.00637931,0.039847444,0.022948853
100,115.5599976,37.5447998,-0.032971014,0.019494048,0.074445255,0.004811223
101,115.5479965,38.4877014,-0.00776426,-6.11E-05,-0.044127785,0.03852131
102,115.737999,39.0068016,-0.006493506,-0.016198616,0.117494069,0.067862505
103,115.6419983,37.0560989,-0.010644258,-0.001521164,-0.003205898,0.057396509
104,115.6839981,37.7411003,-0.005952381,0.005627251,-0.053839082,-0.030464185
105,115.7669983,38.2462006,-0.001587302,-0.000669643,0.006513978,0.005447764
106,115.8000031,39.3927994,-0.025161603,-0.036851852,-0.008511318,-0.169984917
107,116.1169968,38.5840988,-6.14E-05,0.004578755,-0.037413421,6.30E-05
108,116.1480026,38.1379013,0,0.001111111,0.035495188,-0.006787339
109,116.2900009,39.4385986,0.004892914,-0.001502871,0.031744909,0.111980653
110,116.3730011,39.1209984,-0.001594203,0.008511905,-0.013777281,0.007012106
111,116.4509964,38.3647003,0.002777778,0.011600379,-0.018594876,-0.090921107
112,116.5810013,38.0709,-0.008157895,0.002307692,0.01278698,0.057058889
113,116.4440002,38.2612,-0.025793651,-0.012323232,0.063282883,0.054376645
114,116.5139999,39.3408012,0.015432099,-0.011609088,0.114462494,0.016364175
115,116.7089996,39.5327988,0.007638889,0.012037037,0.073003403,0.08138727
116,116.5599976,38.5583,0.001731602,-0.023809524,0.022243503,0.002509544
117,116.4830017,38.9506989,-0.022222222,0.007708912,0.131282128,0.039474951
118,116.7220001,39.1116982,0.002433199,-0.010155317,-0.045100935,0.022039963
119,116.776001,38.5628014,-0.010512997,0.011269841,-0.004501377,0.018902582
120,116.8899994,38.3110008,0.009259259,0.007651992,-0.001424791,-0.018766334
121,117.0009995,39.7411995,-0.032806324,-0.012757974,0.043390456,0.101889263
122,116.9309998,39.9364014,-0.027158556,-0.025,-0.069002568,0.066615476
123,117.1829987,38.0826988,-0.00122807,0.021770551,-0.064843328,-0.014968541
124,117.3310013,38.4071999,-0.011574074,0.03204297,0.024862604,0.008893952
125,117.7279968,39.8726006,-0.025495263,-0.014656008,0.042648767,0.113540396
126,117.9779968,40.1820984,-0.044282713,-0.040625,0.036608556,0.152713452
127,118.2949982,39.6903,-0.015065538,0.006749797,0.109326874,0.007812556
128,118.5759964,39.9341011,0.001262626,0.022727273,-0.049346043,-0.058825419
129,118.5619965,40.0969009,0.003446115,-0.01519983,-0.069305125,-0.012971399
130,118.7249985,40.0042,-0.000400641,-0.045054945,0.041327848,0.033848231
131,119.1679993,39.7047005,-0.024273504,-0.013932428,0.121316319,0.103729454
132,119.5839996,39.9370003,-0.004817276,-0.019294533,-0.069843661,0.072388766
133,123.9720001,47.3274002,0.002367424,0.002695418,-0.037711243,-0.020959228
134,124.836998,45.5833015,0.017857143,-0.009059233,-0.003704808,0.02582687
135,124.9710007,46.5788002,-0.024021592,-0.046196888,-0.039667712,-0.120389838
136,125.1220016,45.5575981,0.002235772,0.000833333,0.040946962,-0.003967508
137,125.2720032,46.4320984,0.006097561,-0.002741935,0.018631499,0.00597333
138,125.3389969,45.6109009,-3.01E-05,0.007119247,-0.028592825,-0.020857777
139,125.9319992,46.0558014,-0.017535903,0.002036341,0.022408508,0.077693537
140,126.560997,45.8669014,-0.008641975,-0.037599206,-0.014891029,-0.01423703
141,126.651001,45.6982002,-0.030314465,-0.008333333,0.035825565,0.048493876
142,126.9800034,46.6327019,-0.010028149,0.010714286,-0.027668405,-0.044713431
143,128.8070068,47.7246017,-0.023458725,-0.00122549,0.010641764,-0.003082448
144,129.6159973,44.5844994,0.019622093,-0.012962963,0.006154515,0.062105126
145,130.2709961,47.3007011,-0.004976852,-0.002886003,0.012220666,0.005865609
146,130.3509979,46.796299,0.018820862,0.007712418,-0.03959661,-0.053551137
147,130.9470062,45.7855988,-0.047470238,-0.050793651,0.066871861,0.114463479
148,130.9640045,45.3107986,-0.019871795,0.010333333,-0.009610881,0.011657382
149,111.822998,34.7537003,-0.005102041,0,0.012431858,0.021821422
150,112.1999969,33.0475998,0.006049228,0.000348432,0.006331652,0.028546621
151,112.4599991,34.6528015,0.006831031,0.014507198,-0.008760043,0.02507376
152,112.5510025,33.0181999,0.012288786,-0.024937343,0.02554228,0.030611662
153,112.75,34.7221985,-0.003567592,-0.015444015,0.048279972,0.081010521
154,112.6009979,35.1142998,0.005784866,-0.040254604,0.118543737,0.072499714
155,112.8379974,34.1492996,0,0.001666667,-0.005206633,0.000375016
156,112.9580002,33.8354988,-0.003113553,-0.013495277,-0.016024167,-0.036236912
157,112.9990005,34.7266998,-0.020334101,-0.007239057,-0.037138181,0.019047721
158,113.1029968,34.4347,-0.004803182,0.00625,-0.010157596,-0.043827322
159,113.1640015,35.2159996,-0.001505376,0.040844402,-0.058433266,-0.10892506
160,113.4199982,35.0895004,-0.001452271,-0.008140868,-0.009294337,-0.005503397
161,113.4749985,34.1451988,-0.042063492,-0.030541872,0.081802962,0.086616535
162,113.5029984,33.3074989,-0.011904762,-0.019607843,0.045365628,0.065021839
163,113.3339996,33.7770996,0.004710145,0.013952714,-0.045189407,-0.012775173
164,113.6809998,34.6893997,-0.028754579,-0.034065934,0.104217099,0.08457308
165,113.7630005,34.1439018,0.014246305,-0.002655229,-0.039180918,-0.011218306
166,113.8899994,35.3602982,-0.00140409,-0.001271813,-0.021454155,0.002374631
167,113.8300018,36.0960007,-0.001075269,0.013519924,0.050441544,0.048725048
168,114.0110016,32.8120003,-0.023809524,0.0067718,0.017712435,-0.019970966
169,114.0439987,33.5779991,0.010714286,0.016152074,-0.01715054,0.013931753
170,114.0289993,32.9894981,-0.003878879,-0.029365079,0.057166867,-0.022631973
171,114,32.4704018,-0.012371615,-0.003814935,0.000989425,0.020495288
172,114.1100006,32.1292,0.004761905,0.003205128,-0.006534056,-0.001269167
173,114.2829971,36.1108017,-0.056334842,-0.042589516,0.152721727,0.075439062
174,114.2529984,35.6982994,-0.015957447,-0.019350649,0.114135441,0.054268004
175,114.2490005,33.2770004,0.026488095,-0.020918367,-0.015794038,-0.002628665
176,114.362999,35.9197006,-0.024444444,-0.02,0.055998507,0.044831788
177,114.2929993,34.7937012,-0.00289787,0.00122549,0.005317642,0.031889586
178,114.5299988,35.5573006,-0.002241379,0.013364662,0.010380487,0.004977775
179,114.6760025,35.1655006,-0.003614983,-0.005238095,-0.031086755,-0.001037883
180,114.6490021,33.6091003,-0.006174778,0.006987578,-0.018109811,-0.018240298
181,114.8949966,33.446701,0.002455932,0,0.016951812,0.078571724
182,115.0270004,35.7535019,0.01248204,0.004535147,-0.05164225,0.007293427
183,115.6549988,32.1769981,0.008281225,0.000771605,0.032509822,-0.046357073
184,115.6719971,34.4090004,-0.007992662,-0.026031746,0.044854879,0.014075633
185,116.4300003,33.9276009,0.001960784,-0.003316953,-0.002176583,0.054776217
186,110.8059998,32.6235008,0.007157258,0.004,0.013679063,0.052506026
187,111.3399963,30.7035999,0.007822039,-0.000423472,-0.085711584,-0.020830249
188,112.163002,32.0971985,0,0.004262575,-0.054648717,0.006174645
189,112.2789993,30.3239002,0.001439646,-0.003643967,0.017204785,-0.005667917
190,112.2060013,31.0037994,0.005550402,0.002012108,-0.00894128,-0.013873949
191,112.7529984,32.1184998,0.004254202,-0.012839591,-0.003918401,-0.00552102
192,112.8889999,30.4109993,-0.050761822,-0.018201058,0.166904322,0.129267974
193,112.9140015,29.8362999,-0.006065548,0.004414883,0.00282841,-0.008307968
194,113.3820038,31.7287006,0,-0.001587302,-0.025748277,-0.012234077
195,113.4410019,30.3626995,0.00495356,0.005639905,-0.013772861,-0.010701224
196,113.9489975,30.9235992,0.045367131,0.051190476,-0.046678345,-0.067503003
197,113.8850021,30.6599998,0.005844156,0,-0.009316585,-0.026409216
198,114.163002,30.5725002,0.023325359,-0.012331536,0.003652083,0.000141619
199,114.2730026,30.7523003,-0.024884259,-0.027314815,0.092403925,0.036434375
200,114.3119965,29.8670998,0.002021737,0.005383023,-0.002073093,0.018818672
201,114.4189987,30.5042,-0.017424242,-0.003835979,0.074166072,0.124983743
202,114.5319977,30.7017002,0.007756012,-0.009479167,0.054250135,0.000777413
203,114.8789978,30.3766003,-0.006625259,0.003105228,0.024263224,-0.003018699
204,114.9000015,30.4687004,0.000310559,0.007472527,0.038431111,-0.019935857
205,114.9899979,31.1672993,-0.010699979,-0.011111111,0.019005473,0.010972482
206,115.0090027,30.1707001,4.58E-05,-0.002190476,-0.001930696,0.000564251
207,109.9759979,27.5270996,-0.014676113,-0.016244625,0.058137013,0.034953254
208,111.4789963,27.2502995,0.003136201,-0.005993266,0.028776873,-0.032254011
209,111.5979996,26.4423008,0.004666667,0.006111111,0.021848007,0.014384671
210,111.6910019,29.0139999,-0.02,-0.010351967,0.011056607,-0.049449326
211,111.9940033,27.7355003,-0.018138651,-0.018784341,0.076149853,0.058672919
212,112.3580017,28.5725002,-0.000714286,-0.01226601,0.023366428,0.010609344
213,112.6080017,26.8952999,-0.00952381,-0.003787879,0.040366978,-0.001399313
214,112.8499985,26.4204006,0.009453782,-0.003210884,-0.030929526,0.017445942
215,112.987999,28.2028008,-0.01372549,-0.026515152,0.065863565,0.077188752
216,112.9420013,27.8754005,0.004134367,0.005105105,-0.036792127,0.017236187
217,113.0169983,25.7765999,-0.066827853,-0.045924043,0.074969506,0.044185615
218,113.1139984,27.8481007,-0.024404762,-0.019072356,0.006821535,0.081912597
219,113.1490021,29.3724003,0.019305019,0.004662698,-0.019562546,0.021581603
220,105.6940002,38.8373985,0.021621622,0.008653685,-0.014569711,-0.042833887
221,106.6989975,39.4538002,-0.030606061,-0.03968254,0.097134637,0.104267244
222,106.8359985,39.6534996,0.002242378,-0.000731211,-0.110577031,-0.031301947
223,106.9670029,39.3723984,0.010041408,0.020833333,0.016293105,0.035874806
224,109.8830032,40.6263008,-0.030972222,0.000537634,0.088598109,0.008831451
225,110.5569992,40.5614014,-0.046474359,-0.036004274,0.083935467,0.071280121
226,111.2409973,39.8053017,-0.001548423,-0.00141844,0.005160169,0.007641901
227,111.663002,40.8041,-0.001843772,0.018154762,0.006106412,-0.005593985
228,116.0780029,43.9369011,-0.011794872,0.00374269,-0.009911075,-0.017261016
229,118.9260025,42.2695007,-0.000694444,-0.019583987,0.014823039,0.024053751
230,122.0390015,46.0774994,0,-0.00206044,0.071706501,-0.009856075
231,116.6060028,34.7011986,0.006015038,0.001587302,0.009876095,-0.013663954
232,116.9169998,34.7532997,-0.00536223,0.007929725,-0.043218405,-0.015543679
233,117.2070007,34.2672997,0.000373932,-0.002528736,0.021471389,0.029543344
234,117.4300003,34.4217987,0.00766936,0.002222222,-0.055757115,0.032261462
235,117.9489975,33.9043999,-0.005283094,0.017180736,-0.010285229,-0.001018352
236,117.9869995,34.3384018,-0.020634921,-0.037142857,0.076260065,0.090254339
237,118.2630005,33.9348984,0.001944444,-0.036308001,0.024451219,0.039845287
238,118.3259964,34.3622017,-0.019478217,-0.018447205,0.034837806,0.044901952
239,118.7089996,33.7126007,-0.036004785,-0.04775641,0.066292569,0.077913464
240,118.7200012,32.1850014,-0.000460184,-0.015824916,0.018077225,0.067053215
241,118.8010025,34.1142006,-0.028816527,-0.023027027,0.065433541,0.068740485
242,119.0019989,31.6856995,-0.052857143,-0.000793651,0.100090333,0.044497155
243,119.0709991,33.5766983,-0.011044001,0.005808081,-0.027813298,-0.001664514
244,118.9160004,31.3558998,-0.022108844,-0.033333333,0.13102407,0.009300741
245,119.1190033,31.9871998,-0.031349206,-0.033648856,0.055091819,0.118690542
246,118.8190002,32.0004997,-0.004504505,0.006313131,0.030289154,-0.078819662
247,119.1729965,32.2765999,-0.021420841,0.008818342,0.063428387,0.076958135
248,119.1669998,34.9189987,-0.019254658,-0.030096181,0.123027766,0.155278932
249,119.2470016,34.6339989,0.012789116,0.011096774,-0.072127068,0.001885534
250,119.3280029,33.2434006,-0.053571429,-0.026666667,0.11186727,0.085376274
251,119.5739975,32.138401,0.007229612,-0.004779412,0.04563505,0.085970214
252,119.4150009,32.3787994,0.007450077,0.012719298,0.040243953,0.077975529
253,119.4550018,32.7891006,-0.001355685,-0.00610766,-0.002507598,0.081594813
254,119.4680023,31.4244003,-0.047552448,-0.017132867,0.111951855,0.026387213
255,119.5790024,32.0022011,0.011403509,0.008615288,0.008769516,0.024969809
256,119.572998,32.4263,0.005808081,0.007352941,0.047683006,0.085382163
257,119.6080017,31.7483006,-0.047165533,-0.009761905,0.057927342,0.086312998
258,119.7990036,31.4111004,0.032698413,0.023148148,-0.073552834,-0.109310102
259,119.8130035,32.2321014,-0.013657771,-0.018783069,0.076834874,0.074829361
260,119.7900009,33.4686012,0.000952381,0.008745997,0.029120661,-0.027078351
261,119.8389969,31.2677002,-0.000490196,0.022792023,-0.046795303,-0.091543337
262,119.8880005,32.3007011,-0.025185185,-0.024166667,0.053164662,0.102318364
263,119.8470001,32.9234009,-0.052963129,-0.017582418,0.137204159,0.068094134
264,119.9110031,32.473999,-0.007539683,-0.005059524,0.048626427,0.084965134
265,120.0270004,32.1749992,-0.036986197,0.009395425,0.074398367,0.068066117
266,120.1269989,32.5023003,-0.004267745,-0.009712387,0.077200405,0.013185155
267,120.1460037,33.3637009,-0.077925434,-0.00952381,0.062458963,0.000245287
268,120.4530029,33.2042007,0.054520697,0.026715686,0.067037453,0.008422599
269,120.4700012,32.5289993,-0.026162244,-0.013452248,0.049803894,0.032854684
270,120.487999,31.6147003,-0.01540404,-0.013063063,-0.034367227,-0.004445478
271,120.5550003,32.3951988,-0.054761905,-0.031750916,0.091021041,0.130912358
272,120.3389969,32.030201,-0.030769231,-0.029316341,-0.007985966,0.099381168
273,120.625,30.9158993,-0.008333333,0.007010075,0.023906491,-0.000345979
274,120.973999,31.9923992,0.014416376,0.017195767,-0.037029437,-0.044095995
275,121.6520004,31.8169994,0.003571429,-0.001992667,0.002849555,0.028801085
276,113.8659973,27.6495991,-0.013238573,-0.015309468,0.079542566,0.093644727
277,114.3919983,27.8320999,-0.027703901,-0.036639566,0.113912531,0.100809925
278,114.7809982,25.6896992,-0.044708995,-0.01614011,0.11254719,0.118314733
279,114.9079971,25.8372002,-0.054212454,-0.0325,0.070207943,0.034279573
280,114.9400024,27.8202991,-0.022332016,-0.021428571,0.086737352,0.063362814
281,115.8040009,28.6860008,0.000710227,-0.016413542,-0.007194632,0.055602136
282,115.935997,28.6212997,-0.006235828,0.011103723,-0.015574619,-0.047548051
283,115.9899979,29.7057991,-0.014972527,-0.021367521,0.021398884,0.060263355
284,116.3580017,27.9545994,0.058903021,0.003336941,-0.16450172,-0.085475185
285,117.1900024,29.3054008,-0.037037037,-0.025396825,0.050111897,0.068621456
286,117.9349976,28.4482994,-0.063636364,-0.017651888,0.110020998,0.011093346
287,122.8560028,45.6068001,-0.004166667,-2.78E-17,-0.013507576,0.00301208
288,124.3730011,43.161499,0.005753968,-0.013421474,-0.045663096,-0.016578074
289,124.7929993,44.4752998,-0.015909091,-0.030871212,0.023733047,0.061711608
290,124.8059998,45.1161995,0.000244514,0.0109375,-0.002376491,-0.00080882
291,124.8239975,45.1977005,-0.03375,-0.029545455,0.119137746,0.028384587
292,125.1179962,42.9039001,-0.024906065,-0.007221639,0.066300914,0.063587423
293,125.1330032,44.4151001,0.010391363,-0.020454545,0.093754472,-0.029934314
294,125.3219986,43.8908997,-0.078737745,-0.037966538,0.154765156,0.115166168
295,126.5410004,43.8703995,-0.008547009,0.005906238,-0.014771713,0.053213532
296,128.2420044,43.3665009,-0.008005401,-0.004255814,0.053403246,0.002953179
297,129.4799957,42.9054985,0.003266359,0.009106099,-0.033492496,-0.010640048
298,120.4260025,41.5722008,-0.009825397,-0.013574258,-0.002855009,-0.016789013
299,120.8270035,40.7116013,0.027821385,0.05531401,-0.046673106,-0.010242601
300,121.211998,38.8241997,0.009187109,-0.004793907,0.006846871,-0.013639612
301,121.1780014,41.115799,0.024390244,0.043067743,-0.052865253,-0.007618793
302,121.5650024,39.823101,0.006058201,0.017755102,-0.077584563,-0.058623079
303,121.7139969,39.2188988,-0.000534601,-0.004444444,0.059399289,-0.012204686
304,121.685997,42.0259018,0.002849544,-0.004249723,-0.0383549,-0.03041654
305,121.9850006,39.634201,0.027489298,-0.009943715,-0.067964502,-0.035309993
306,121.6709976,39.0122986,-0.064166667,-0.008571429,0.150281859,0.129422732
307,122.0039978,41.2165985,0.03422619,0.023076923,-0.023327895,-0.075830963
308,121.9380035,39.3792992,-0.041071429,-0.019218559,0.00607493,0.088718654
309,122.0690002,41.1077003,-0.057941176,-0.027779538,0.075335329,0.063042278
310,122.137001,40.2289009,0.031250991,0.027777778,-0.038896316,-0.058826928
311,122.2480011,40.6691017,-0.064675578,-0.019119769,0.093237621,0.059091
312,122.5039978,40.6357994,0.035070175,0.020634921,-0.059427843,-0.013066395
313,122.5360031,42.3865013,-0.02415873,-0.049361605,0.082673261,0.05841117
314,122.7330017,40.8530006,-0.072857143,-0.031292517,0.081255902,0.130974489
315,122.947998,39.6929016,0.007922078,0.033255694,-0.009174009,-0.123555933
316,123.0459976,41.1576004,-0.048329156,-0.008035714,0.108442913,0.094436827
317,123.3410034,42.7617989,-0.021897436,-0.005799756,0.178414155,0.050600704
318,123.4919968,41.8007011,0.039345468,0.030739893,-0.081705332,-0.031543574
319,123.8069992,42.2616997,0.02384287,-0.005246095,-0.009176606,0.021013131
320,123.7630005,41.3019981,0.047169059,0.01754902,-0.097221197,-0.049139795
321,124.348999,40.0950012,-0.001428571,-0.001105442,-0.084885512,0.005541447
322,106.1790009,37.9752998,-0.01758658,-0.017857143,0.094110838,0.046902869
323,106.2590027,36.0085983,-0.026455026,-0.037706088,0.072096349,0.155408249
324,106.2279968,38.4634018,-0.043752544,-0.01984127,0.11542839,0.118992905
325,106.3509979,38.9962997,-0.012392241,-0.032232704,0.089740661,0.007775475
326,106.4629974,38.9306984,-0.048611111,-0.048039216,0.038999601,0.038050361
327,106.7519989,39.2924004,-0.043852881,-0.038888889,0.106590614,-0.033036114
328,101.7559967,36.6223984,0.01754386,0.014393939,0.015682629,-0.00290698
329,107.0240021,33.0751991,0.009366599,-0.008477633,-0.010910422,0.004028142
330,107.2409973,34.3563995,-0.035364146,-0.032351995,0.118288591,0.087316468
331,108.9089966,34.3022995,-0.020562771,-0.008522727,-0.039678656,-0.027010474
332,109.0009995,32.7069016,-0.038071895,-0.003174603,0.124937201,0.08927738
333,109.4690018,34.5040016,-0.030787037,-0.019899666,0.083701324,0.069537085
334,109.5059967,36.6257019,-0.051625616,-0.029166667,0.140756357,0.067239337
335,109.7460022,38.2569008,-0.043333333,-0.037728938,0.071238786,0.065003188
336,110.4700012,38.8941002,-0.031273621,-0.012092979,0.076976158,-0.028845792
337,115.1070023,35.3129997,-0.050242794,-0.036078811,0.086301472,0.103044671
338,115.4710007,36.4859009,-0.044252874,-0.032425249,0.003797242,0.100745906
339,115.5339966,35.5574989,-0.018361345,-0.021217105,0.03542646,0.009871297
340,115.526001,36.1749001,-0.05121242,-0.013798701,0.049651056,0.089095965
341,115.487999,35.2490997,-0.046602827,-0.055963773,0.074220596,0.064872057
342,115.5500031,34.8431015,-0.001190476,-0.048611111,0.064182773,0.105161671
343,115.6119995,36.3466988,-0.049353448,-0.015223976,0.076250975,0.156335668
344,115.6620026,36.2328987,-0.038825758,-0.035416667,-0.027739959,0.137131139
345,115.7279968,36.8349991,-0.035431235,-0.013829787,0.109157752,0.066813503
346,115.9489975,36.4350014,-0.022232645,0.00251938,0.059544901,-0.055962544
347,115.9430008,35.5867004,-0.050525002,-0.016313933,0.094595032,0.11617152
348,116.1139984,35.7523003,-0.006722689,-0.032205979,0.021407886,0.005324475
349,116.0930023,34.7891006,0.002777778,-0.000892857,-0.036153848,0.00130864
