ID,Duration_Worse,Severity_Worse,Both_Worse
10,0.48484848484848486,0.7988980716253443,0.41597796143250687
100,0.7212121212121212,0.7818181818181819,0.5757575757575758
104,0.7295081967213115,0.8719262295081968,0.6403688524590164
105,0.65625,0.865625,0.58125
106,0.6778242677824268,0.9372384937238494,0.6569037656903766
109,0.6849942726231386,0.5063001145475372,0.33676975945017185
11,0.7347585114806018,0.7585114806017419,0.5890736342042755
110,0.6764705882352942,0.7301038062283737,0.4982698961937716
113,0.7668711656441718,0.6533742331288344,0.5107361963190185
115,0.6728538283062645,0.7331786542923434,0.5336426914153132
117,0.8521939953810623,0.8614318706697459,0.7251732101616628
118,0.540625,0.75234375,0.40703125
119,0.7462235649546828,0.7492447129909365,0.5830815709969789
12,0.5857142857142857,0.807936507936508,0.49682539682539684
120,0.6738410596026491,0.7566225165562914,0.5529801324503312
121,0.7932816537467701,0.772609819121447,0.627906976744186
125,0.8708349414640422,0.8449761996655089,0.787984047343368
126,0.6136363636363636,0.8863636363636364,0.5227272727272727
128,0.7482993197278912,0.5947521865889213,0.4421768707482993
132,0.7086092715231788,0.9337748344370861,0.6920529801324503
133,0.7391304347826086,0.5766590389016019,0.4782608695652174
138,0.8407079646017699,0.916331456154465,0.7819790828640386
139,0.7860696517412935,0.6666666666666666,0.527363184079602
140,0.8507042253521127,0.6535211267605634,0.5633802816901409
141,0.549618320610687,0.806615776081425,0.4732824427480916
143,0.7684964200477327,0.7267303102625299,0.5871121718377088
147,0.796983758700696,0.7853828306264501,0.6334106728538283
148,0.7822335025380711,0.5375634517766498,0.43299492385786803
149,0.6452648475120385,0.7271268057784912,0.4478330658105939
152,0.5904860392967942,0.7249224405377456,0.4622543950361944
156,0.8426724137931034,0.5862068965517241,0.47844827586206895
16,0.5756891098056937,0.47868654917909326,0.26510016568760353
161,0.7165354330708661,0.7454068241469817,0.5748031496062992
164,0.7346717308735757,0.652197504069452,0.5122083559413999
166,0.7660818713450293,0.8888888888888888,0.6666666666666666
168,0.8167701863354038,0.7857142857142857,0.6863354037267081
169,0.686908077994429,0.464066852367688,0.3381615598885794
171,0.8829268292682927,0.6624390243902439,0.5980487804878049
172,0.845591594335313,0.8099588853357698,0.7053449063499315
173,0.756578947368421,0.7697368421052632,0.6394736842105263
180,0.7160493827160493,0.5740740740740741,0.45987654320987653
181,0.8272401433691756,0.7075268817204301,0.5978494623655914
182,0.6048284625158831,0.5057179161372299,0.3418043202033037
184,0.7180232558139535,0.6482558139534884,0.5058139534883721
186,0.9459150637973719,0.6094077318605979,0.5728432679489621
19,0.7424058323207776,0.7849331713244229,0.6087484811664642
190,0.424812030075188,0.8827067669172932,0.39473684210526316
193,0.4925373134328358,0.22686567164179106,0.18507462686567164
194,0.44410876132930516,0.6737160120845922,0.2809667673716012
195,0.7253731343283583,0.8348258706467662,0.627363184079602
204,0.8700996677740864,0.7508305647840532,0.6714285714285714
214,0.6222677595628415,0.680327868852459,0.4139344262295082
216,0.6503267973856209,0.4215686274509804,0.30501089324618735
22,0.522341628959276,0.5690045248868778,0.3441742081447964
221,0.7317708333333334,0.7421875,0.5846354166666666
222,0.8143607705779334,0.8073555166374781,0.6865148861646234
225,0.7392218717139852,0.7658604977216965,0.5856992639327024
